fold,train_start,sel_start,test_start,test_end,seed,universe_mode,survivorship_bias,n_assets,tickers_hash,tickers,status,agent_sharpe,agent_return,agent_dd,agent_vol,error_type,error_message,error_traceback,buy_and_hold_sharpe,buy_and_hold_return,equal_weight_sharpe,equal_weight_return,sp500_sharpe,sp500_return
40,2005-01-03,2017-07-10,2018-01-08,2018-04-09,43,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,-0.0266637141268581,-0.0036518779597004,-0.0901563164736368,0.2384490695695482,,,,0.1153136834456916,0.0024111023847479,0.1272512892671166,0.0033267923685145,-0.9997768203210247,-0.050205585377031126
40,2005-01-03,2017-07-10,2018-01-08,2018-04-09,44,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,0.1939655877206061,0.0093489823284009,-0.0844927669174998,0.2354178442821186,,,,0.1153136834456916,0.0024111023847479,0.1272512892671166,0.0033267923685145,-0.9997768203210247,-0.050205585377031126
41,2005-01-03,2017-10-06,2018-04-10,2018-07-09,42,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,2.930843791743794,0.1081433823730169,-0.0414683311139109,0.1389952561727089,,,,2.560215694181608,0.1242629678357454,2.588883393972498,0.1255601661784064,1.6890034085071899,0.053735720601973735
41,2005-01-03,2017-10-06,2018-04-10,2018-07-09,43,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,2.951926403260689,0.1191011773406025,-0.0481837256174792,0.152224318373176,,,,2.560215694181608,0.1242629678357454,2.588883393972498,0.1255601661784064,1.6890034085071899,0.053735720601973735
41,2005-01-03,2017-10-06,2018-04-10,2018-07-09,44,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,2.697764491449333,0.1069374849810618,-0.0438154756485133,0.1499459052675062,,,,2.560215694181608,0.1242629678357454,2.588883393972498,0.1255601661784064,1.6890034085071899,0.053735720601973735
42,2005-01-03,2018-01-08,2018-07-10,2018-10-05,42,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,1.6332002471420588,0.0610180828591562,-0.0416836204645498,0.1413496919072163,,,,2.047438823763045,0.0841933363432316,2.069036225679324,0.085127411806235,1.5731698093757178,0.04021241665262987
42,2005-01-03,2018-01-08,2018-07-10,2018-10-05,43,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,2.1973135690421537,0.078175429254814,-0.0361834492906965,0.1343228751601733,,,,2.047438823763045,0.0841933363432316,2.069036225679324,0.085127411806235,1.5731698093757178,0.04021241665262987
42,2005-01-03,2018-01-08,2018-07-10,2018-10-05,44,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,2.0662904071997343,0.0725800212090443,-0.0361261894633725,0.13247405811687,,,,2.047438823763045,0.0841933363432316,2.069036225679324,0.085127411806235,1.5731698093757178,0.04021241665262987
43,2005-01-03,2018-04-10,2018-10-08,2019-01-08,42,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,-2.162494494961173,-0.1985759390007553,-0.2679955477556073,0.3894299227830621,,,,-1.9613762082029849,-0.2097496178204447,-2.030950216217429,-0.2209341147538818,-1.7870605509358044,-0.10621321317834187
43,2005-01-03,2018-04-10,2018-10-08,2019-01-08,43,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,-1.9133270729385388,-0.1821942288328648,-0.2527904958442944,0.3959474763047205,,,,-1.9613762082029849,-0.2097496178204447,-2.030950216217429,-0.2209341147538818,-1.7870605509358044,-0.10621321317834187
43,2005-01-03,2018-04-10,2018-10-08,2019-01-08,44,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,-2.5175635237580747,-0.2305050685138667,-0.2905435437030205,0.3984327079905991,,,,-1.9613762082029849,-0.2097496178204447,-2.030950216217429,-0.2209341147538818,-1.7870605509358044,-0.10621321317834187
44,2005-01-03,2018-07-10,2019-01-09,2019-04-09,42,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,3.304932606351969,0.1611867915983029,-0.0456661788676739,0.1830165906832389,,,,3.229562568241564,0.1968755986604622,3.269351247135156,0.1978794782754545,3.9927491524751275,0.10843246281416352
44,2005-01-03,2018-07-10,2019-01-09,2019-04-09,43,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,3.397939539794993,0.1739018771138847,-0.0542684202034035,0.1915487785394267,,,,3.229562568241564,0.1968755986604622,3.269351247135156,0.1978794782754545,3.9927491524751275,0.10843246281416352
44,2005-01-03,2018-07-10,2019-01-09,2019-04-09,44,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,3.3997377459793103,0.1760682917048972,-0.0520102259170189,0.1937732660608885,,,,3.229562568241564,0.1968755986604622,3.269351247135156,0.1978794782754545,3.9927491524751275,0.10843246281416352
45,2005-01-03,2018-10-08,2019-04-10,2019-07-10,42,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,-0.4932537656590621,-0.0250624688832667,-0.1745600107874209,0.2063859381765996,,,,0.1084655052847893,0.0051720589201245,0.0539163062034767,0.0022974569399021,1.1157205158419146,0.03626675628767839
45,2005-01-03,2018-10-08,2019-04-10,2019-07-10,43,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,-0.4403983184837604,-0.0180890816796412,-0.1508896368886867,0.1778175286344382,,,,0.1084655052847893,0.0051720589201245,0.0539163062034767,0.0022974569399021,1.1157205158419146,0.03626675628767839
45,2005-01-03,2018-10-08,2019-04-10,2019-07-10,44,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,-0.1999347692053063,-0.0080526452069825,-0.1495078689401093,0.181572172333582,,,,0.1084655052847893,0.0051720589201245,0.0539163062034767,0.0022974569399021,1.1157205158419146,0.03626675628767839
46,2005-01-03,2019-01-09,2019-07-11,2019-10-08,42,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,0.0937014025048591,0.0048697276669811,-0.0694206177191477,0.1896981937643539,,,,0.1919357407541143,0.0091752057730798,0.1674701545012014,0.0077232140379983,-0.9892723720104445,-0.040052810982662446
46,2005-01-03,2019-01-09,2019-07-11,2019-10-08,43,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,0.4498797522585666,0.0239932580580863,-0.0729786117394282,0.2271675225424175,,,,0.1919357407541143,0.0091752057730798,0.1674701545012014,0.0077232140379983,-0.9892723720104445,-0.040052810982662446
46,2005-01-03,2019-01-09,2019-07-11,2019-10-08,44,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,-0.0737988260847761,-0.0028988557647328,-0.0732476450981601,0.1887640817245812,,,,0.1919357407541143,0.0091752057730798,0.1674701545012014,0.0077232140379983,-0.9892723720104445,-0.040052810982662446
47,2005-01-03,2019-04-10,2019-10-09,2020-01-08,42,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,5.987693915577243,0.1217416309380543,-0.0164879240405656,0.0751868738665318,,,,6.01348671939618,0.2168673878680662,6.000917684393408,0.2151499346875676,5.988449738221445,0.10718388178066895
47,2005-01-03,2019-04-10,2019-10-09,2020-01-08,43,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,5.760577021797731,0.1643016184550139,-0.021465286004673,0.1049466649756817,,,,6.01348671939618,0.2168673878680662,6.000917684393408,0.2151499346875676,5.988449738221445,0.10718388178066895
47,2005-01-03,2019-04-10,2019-10-09,2020-01-08,44,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,5.82657743290904,0.1633951287738497,-0.0219415869688397,0.1031815029819152,,,,6.01348671939618,0.2168673878680662,6.000917684393408,0.2151499346875676,5.988449738221445,0.10718388178066895
48,2005-01-03,2019-07-11,2020-01-09,2020-04-08,42,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,0.0575086060449918,-0.019407534046626,-0.2345494567721053,0.5060148656707105,,,,0.1511261507436572,-0.0207019821065378,0.1627335389893635,-0.0188482318332801,-0.9294464623666531,-0.15782997282815536
48,2005-01-03,2019-07-11,2020-01-09,2020-04-08,43,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,0.0191850194152634,-0.0265659217482369,-0.2459468077579255,0.5262205359590757,,,,0.1511261507436572,-0.0207019821065378,0.1627335389893635,-0.0188482318332801,-0.9294464623666531,-0.15782997282815536
48,2005-01-03,2019-07-11,2020-01-09,2020-04-08,44,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,0.2051371293161541,-0.0046284632513936,-0.2493118054342936,0.5485491716558563,,,,0.1511261507436572,-0.0207019821065378,0.1627335389893635,-0.0188482318332801,-0.9294464623666531,-0.15782997282815536
49,2005-01-03,2019-10-09,2020-04-09,2020-07-09,42,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,4.488794870581555,0.2954098342115399,-0.0466706721487797,0.2366481508470475,,,,5.022175133611154,0.4268210025048129,5.020484568748049,0.4250096521162025,1.9387903297972093,0.14137309581036672
49,2005-01-03,2019-10-09,2020-04-09,2020-07-09,43,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,4.981416890200333,0.3373921920719835,-0.045504184214173,0.2395166229199637,,,,5.022175133611154,0.4268210025048129,5.020484568748049,0.4250096521162025,1.9387903297972093,0.14137309581036672
49,2005-01-03,2019-10-09,2020-04-09,2020-07-09,44,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,5.025648590405841,0.3528255834715301,-0.0501122575105727,0.2470876331502502,,,,5.022175133611154,0.4268210025048129,5.020484568748049,0.4250096521162025,1.9387903297972093,0.14137309581036672
50,2005-01-03,2020-01-09,2020-07-10,2020-10-07,42,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,1.0836103162524908,0.0689538208507714,-0.1317326013496475,0.2642866164239438,,,,1.1496272658199091,0.0910782266051313,1.1097754461598237,0.086582473963211,1.6024812196183096,0.08374058644293081
50,2005-01-03,2020-01-09,2020-07-10,2020-10-07,43,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,1.00697730839788,0.0670747485529696,-0.1364653860981512,0.2822584258441247,,,,1.1496272658199091,0.0910782266051313,1.1097754461598237,0.086582473963211,1.6024812196183096,0.08374058644293081
50,2005-01-03,2020-01-09,2020-07-10,2020-10-07,44,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,1.1128057055006504,0.0744314641027674,-0.12683796471375,0.2798283554523351,,,,1.1496272658199091,0.0910782266051313,1.1097754461598237,0.086582473963211,1.6024812196183096,0.08374058644293081
51,2005-01-03,2020-04-09,2020-10-08,2021-01-07,42,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,0.9619002469083464,0.0546628883002755,-0.074615507719504,0.2321389788204238,,,,0.9944782939048942,0.0642642812193599,0.9901730183628772,0.0642775312919905,2.459529281435493,0.09394219288720662
51,2005-01-03,2020-04-09,2020-10-08,2021-01-07,43,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,0.9294074946256564,0.0534587771122596,-0.0719138794400765,0.2363645850167265,,,,0.9944782939048942,0.0642642812193599,0.9901730183628772,0.0642775312919905,2.459529281435493,0.09394219288720662
51,2005-01-03,2020-04-09,2020-10-08,2021-01-07,44,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,0.6743604010148311,0.0400189391863077,-0.0761956242097434,0.2554239369134065,,,,0.9944782939048942,0.0642642812193599,0.9901730183628772,0.0642775312919905,2.459529281435493,0.09394219288720662
52,2005-01-03,2020-07-10,2021-01-08,2021-04-09,42,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,1.6289406957838106,0.0992436029641941,-0.1058095944158006,0.2419909629523038,,,,1.7077288580761631,0.114690481137653,1.7125522566885665,0.1156044402369851,1.9397627765208105,0.08663775702212484
52,2005-01-03,2020-07-10,2021-01-08,2021-04-09,43,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,1.5580847814426548,0.0904807257357018,-0.1114517628248438,0.2303531443316778,,,,1.7077288580761631,0.114690481137653,1.7125522566885665,0.1156044402369851,1.9397627765208105,0.08663775702212484
52,2005-01-03,2020-07-10,2021-01-08,2021-04-09,44,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,1.4971570724096006,0.0842651494989328,-0.1016418979571059,0.2230588843814431,,,,1.7077288580761631,0.114690481137653,1.7125522566885665,0.1156044402369851,1.9397627765208105,0.08663775702212484
53,2005-01-03,2020-10-08,2021-04-12,2021-07-09,42,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,2.926095122030552,0.122191479799385,-0.0667022520585017,0.1576992541965019,,,,2.883611442611574,0.1445983038532945,2.8821289377809536,0.1439587767927228,1.9392719908145626,0.055041655387848554
53,2005-01-03,2020-10-08,2021-04-12,2021-07-09,43,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,2.7200044091817577,0.1125025648129633,-0.0676144764888244,0.1566055134750583,,,,2.883611442611574,0.1445983038532945,2.8821289377809536,0.1439587767927228,1.9392719908145626,0.055041655387848554
53,2005-01-03,2020-10-08,2021-04-12,2021-07-09,44,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,2.3462686527117724,0.1053996435516495,-0.0833344031605454,0.171480090159282,,,,2.883611442611574,0.1445983038532945,2.8821289377809536,0.1439587767927228,1.9392719908145626,0.055041655387848554
54,2005-01-03,2021-01-08,2021-07-12,2021-10-07,42,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,-0.2624045979973587,-0.009936012593099,-0.0845121120912145,0.1733356589837137,,,,0.2551874744598388,0.012347194936839,0.256910133589407,0.0124278610029748,-0.02861448713731652,0.00699206606242897
54,2005-01-03,2021-01-08,2021-07-12,2021-10-07,43,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,0.2620720955486201,0.0120588371977679,-0.0823801692029118,0.1565284964951996,,,,0.2551874744598388,0.012347194936839,0.256910133589407,0.0124278610029748,-0.02861448713731652,0.00699206606242897
54,2005-01-03,2021-01-08,2021-07-12,2021-10-07,44,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,-0.3388237801795103,-0.0114841051983547,-0.0769949306258488,0.1597346431598662,,,,0.2551874744598388,0.012347194936839,0.256910133589407,0.0124278610029748,-0.02861448713731652,0.00699206606242897
55,2005-01-03,2021-04-12,2021-10-08,2022-01-06,42,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,1.636515158767445,0.0884253867626314,-0.0678006265426776,0.2120918503592976,,,,1.7466410039426652,0.118650192848855,1.7939271271347317,0.1162082553005015,1.8413457850580013,0.07678176547689697
55,2005-01-03,2021-04-12,2021-10-08,2022-01-06,43,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,1.679783585528792,0.0848943344365273,-0.0530160798086654,0.1969199590576228,,,,1.7466410039426652,0.118650192848855,1.7939271271347317,0.1162082553005015,1.8413457850580013,0.07678176547689697
55,2005-01-03,2021-04-12,2021-10-08,2022-01-06,44,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,1.64032267034131,0.0918294573037019,-0.062073473783267,0.2204534518105926,,,,1.7466410039426652,0.118650192848855,1.7939271271347317,0.1162082553005015,1.8413457850580013,0.07678176547689697
56,2005-01-03,2021-07-12,2022-01-07,2022-04-07,42,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,-0.3076959176637378,-0.0299535335950242,-0.1241678004082483,0.3102932821620164,,,,-0.3097232495044601,-0.0388682357687721,-0.2408520692990322,-0.0335764755913322,-0.74431509459796,-0.03641745516925954
56,2005-01-03,2021-07-12,2022-01-07,2022-04-07,43,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,-0.155379762681565,-0.020128423488796,-0.1317963406606102,0.3236232510972648,,,,-0.3097232495044601,-0.0388682357687721,-0.2408520692990322,-0.0335764755913322,-0.74431509459796,-0.03641745516925954
56,2005-01-03,2021-07-12,2022-01-07,2022-04-07,44,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,-0.7553454057042029,-0.0574660868431977,-0.1401987681589426,0.2893243941841414,,,,-0.3097232495044601,-0.0388682357687721,-0.2408520692990322,-0.0335764755913322,-0.74431509459796,-0.03641745516925954
57,2005-01-03,2021-10-08,2022-04-08,2022-07-11,42,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,-2.078406513778374,-0.1865787953425955,-0.231791472507212,0.3781050695025558,,,,-1.866368577738612,-0.2028622909938622,-1.8465288815802725,-0.2039270949669722,-2.1255919691807637,-0.12648069943755869
57,2005-01-03,2021-10-08,2022-04-08,2022-07-11,43,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,-2.0146274899469767,-0.1810428311181197,-0.2256841731370997,0.3767332812486992,,,,-1.866368577738612,-0.2028622909938622,-1.8465288815802725,-0.2039270949669722,-2.1255919691807637,-0.12648069943755869
57,2005-01-03,2021-10-08,2022-04-08,2022-07-11,44,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,-1.7753041263242422,-0.1668543940459834,-0.2139213901876912,0.3862995483235998,,,,-1.866368577738612,-0.2028622909938622,-1.8465288815802725,-0.2039270949669722,-2.1255919691807637,-0.12648069943755869
58,2005-01-03,2022-01-07,2022-07-12,2022-10-07,42,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,-0.6904831180083097,-0.0538773598347641,-0.1941673336459825,0.2926845172692445,,,,-0.8212486466218608,-0.0811014042076266,-0.8216406803458851,-0.080898501793676,-0.8234770068986,-0.04264321342586508
58,2005-01-03,2022-01-07,2022-07-12,2022-10-07,43,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,-0.7692383040006041,-0.0616261503762947,-0.2064767366084111,0.3023802718136338,,,,-0.8212486466218608,-0.0811014042076266,-0.8216406803458851,-0.080898501793676,-0.8234770068986,-0.04264321342586508
58,2005-01-03,2022-01-07,2022-07-12,2022-10-07,44,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,-0.5305613572632234,-0.0438098833593232,-0.1844876061147999,0.2973900569158113,,,,-0.8212486466218608,-0.0811014042076266,-0.8216406803458851,-0.080898501793676,-0.8234770068986,-0.04264321342586508
59,2005-01-03,2022-04-08,2022-10-10,2023-01-09,42,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,-0.2579132233765923,-0.0339678330815902,-0.1419391029089965,0.3659393418806147,,,,-0.0006142207226703,-0.0160320318025273,-0.1219287452367204,-0.0272394103963955,1.30266564297343,0.08449805301250923
59,2005-01-03,2022-04-08,2022-10-10,2023-01-09,43,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,0.5067914644135306,0.0350913043940284,-0.1126961352858535,0.3693918948886516,,,,-0.0006142207226703,-0.0160320318025273,-0.1219287452367204,-0.0272394103963955,1.30266564297343,0.08449805301250923
59,2005-01-03,2022-04-08,2022-10-10,2023-01-09,44,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,-0.0608921758317658,-0.0146509918081734,-0.1203983746277498,0.345630915028834,,,,-0.0006142207226703,-0.0160320318025273,-0.1219287452367204,-0.0272394103963955,1.30266564297343,0.08449805301250923
60,2005-01-03,2022-07-12,2023-01-10,2023-04-11,42,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,3.455565782655814,0.2367977020266585,-0.079610304043761,0.25388858707964,,,,3.581045617314558,0.2939536764800976,3.5551005320481965,0.2865696429343174,1.1434926062038369,0.03509912314155761
60,2005-01-03,2022-07-12,2023-01-10,2023-04-11,43,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,3.829256356326769,0.2863970826438147,-0.0697993514555211,0.2722529534133164,,,,3.581045617314558,0.2939536764800976,3.5551005320481965,0.2865696429343174,1.1434926062038369,0.03509912314155761
60,2005-01-03,2022-07-12,2023-01-10,2023-04-11,44,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,3.964735096474565,0.2758061923979746,-0.0589076603822437,0.2531826931767322,,,,3.581045617314558,0.2939536764800976,3.5551005320481965,0.2865696429343174,1.1434926062038369,0.03509912314155761
61,2005-01-03,2022-10-10,2023-04-12,2023-07-12,42,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,4.433286951381874,0.2533490938158393,-0.0271345467126905,0.2076987497738318,,,,4.545349811710428,0.2996217303986828,4.5689997513519565,0.2964257695293708,2.9060352038074035,0.07861134346877274
61,2005-01-03,2022-10-10,2023-04-12,2023-07-12,43,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,4.582600120673524,0.271659684750879,-0.0276177099898283,0.2141325444748128,,,,4.545349811710428,0.2996217303986828,4.5689997513519565,0.2964257695293708,2.9060352038074035,0.07861134346877274
61,2005-01-03,2022-10-10,2023-04-12,2023-07-12,44,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,4.503030038434715,0.1837364294974595,-0.0220155818940349,0.150514534350118,,,,4.545349811710428,0.2996217303986828,4.5689997513519565,0.2964257695293708,2.9060352038074035,0.07861134346877274
62,2005-01-03,2023-01-10,2023-07-13,2023-10-10,42,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,0.3333637309880113,0.0154232491937396,-0.0693592088341868,0.1699346922198527,,,,-0.1583772578122247,-0.0083144677601694,-0.1110979012353699,-0.005936141892717,-1.3999716982717818,-0.03266725189929631
62,2005-01-03,2023-01-10,2023-07-13,2023-10-10,43,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,-0.339945769949611,-0.0120425877648314,-0.0674893971743096,0.1640378290050362,,,,-0.1583772578122247,-0.0083144677601694,-0.1110979012353699,-0.005936141892717,-1.3999716982717818,-0.03266725189929631
62,2005-01-03,2023-01-10,2023-07-13,2023-10-10,44,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,-0.3211654129966039,-0.0122375133991903,-0.0738991153638563,0.171963749954801,,,,-0.1583772578122247,-0.0083144677601694,-0.1110979012353699,-0.005936141892717,-1.3999716982717818,-0.03266725189929631
63,2005-01-03,2023-04-12,2023-10-11,2024-01-10,42,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,1.835514850461641,0.0855467246620518,-0.0859133440682568,0.179802223140984,,,,1.947634546637629,0.1041665789608947,1.966486633647756,0.1055255635350489,2.8611675350278674,0.09974235521527142
63,2005-01-03,2023-04-12,2023-10-11,2024-01-10,43,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,1.81008454974565,0.0817143421698591,-0.0770200741156268,0.1738132059307117,,,,1.947634546637629,0.1041665789608947,1.966486633647756,0.1055255635350489,2.8611675350278674,0.09974235521527142
63,2005-01-03,2023-04-12,2023-10-11,2024-01-10,44,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,2.351748510533734,0.1048951673307627,-0.0692042172205579,0.1701891878602029,,,,1.947634546637629,0.1041665789608947,1.966486633647756,0.1055255635350489,2.8611675350278674,0.09974235521527142
64,2005-01-03,2023-07-13,2024-01-11,2024-04-11,42,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,4.019307009674533,0.2240632343141173,-0.0400820886422477,0.2049553331985456,,,,3.5061444625021947,0.2084639641573262,3.459404953329071,0.194043016631688,2.9143081143386524,0.08679864746188803
64,2005-01-03,2023-07-13,2024-01-11,2024-04-11,43,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,2.7298116980696587,0.111961216595376,-0.035691419076741,0.1552233890194087,,,,3.5061444625021947,0.2084639641573262,3.459404953329071,0.194043016631688,2.9143081143386524,0.08679864746188803
64,2005-01-03,2023-07-13,2024-01-11,2024-04-11,44,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,3.478624015433128,0.1504547567956144,-0.0329063723181209,0.1619499185326386,,,,3.5061444625021947,0.2084639641573262,3.459404953329071,0.194043016631688,2.9143081143386524,0.08679864746188803
65,2005-01-03,2023-10-11,2024-04-12,2024-07-12,42,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,3.382906388739808,0.1769921152313425,-0.0668246325405743,0.1958166617201236,,,,3.639056015585643,0.2116056869641924,3.7080653740854186,0.2106932847236398,3.692427050904717,0.10935400560665554
65,2005-01-03,2023-10-11,2024-04-12,2024-07-12,43,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,3.319900052799189,0.196886964615975,-0.0792144090832549,0.2217607923199056,,,,3.639056015585643,0.2116056869641924,3.7080653740854186,0.2106932847236398,3.692427050904717,0.10935400560665554
65,2005-01-03,2023-10-11,2024-04-12,2024-07-12,44,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,3.354100230492072,0.158653545866179,-0.0631438700626973,0.17739748346527,,,,3.639056015585643,0.2116056869641924,3.7080653740854186,0.2106932847236398,3.692427050904717,0.10935400560665554
66,2005-01-03,2024-01-11,2024-07-15,2024-10-10,42,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,-0.294000081977616,-0.0167523130920727,-0.1214396052727326,0.2193730901698333,,,,-0.6493895061518697,-0.0448965774068655,-0.5624804279520305,-0.0399257685238079,0.5873224307825478,0.01991276211988069
66,2005-01-03,2024-01-11,2024-07-15,2024-10-10,43,static_current,known,5,4020ad4ff1ee,"AAPL,MSFT,GOOGL,AMZN,NVDA",success,-0.2197383165068518,-0.0148078672641406,-0.1382072171660034,0.2377020269925681,,,,-0.6493895061518697,-0.0448965774068655,-0.5624804279520305,-0.0399257685238079,0.5873224307825478,0.01991276211988069
